Handle,Brand,Title,Vendor,Product Type,Tags,Body (HTML),Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Price,Compare At Price,Inventory Quantity,Variant Image,Featured Image,All Images,Published At,Product URL
utillian-8-glass-mouthpiece,Utillian,Utillian 8 Glass Mouthpiece,Utillian,Hardware,Vaporizer,,Default,Default Title,,,,,utillian-8-glass-mouthpiece,69.99,69.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_8-_sku_glass_mouthpiece_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_8-_sku_glass_mouthpiece_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_8-_sku_glass_mouthpiece_1.jpg,2026-03-30T06:52:37.532894,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pen-parts.html
utillian-8-multi-tool,Utillian,Utillian 8 Multi-Tool,Utillian,Hardware,Vaporizer,,Default,Default Title,,,,,utillian-8-multi-tool,31.99,31.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_8_sku_multi-tool_0.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_8_sku_multi-tool_0.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_8_sku_multi-tool_0.jpg,2026-03-30T06:52:37.533007,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pen-parts.html
utillian-2-glass-mouthpiece,Utillian,Utillian 2 Glass Mouthpiece,Utillian,Hardware,Vaporizer,,Default,Default Title,,,,,utillian-2-glass-mouthpiece,14.99,14.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian-2-mouthpiece-black.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian-2-mouthpiece-black.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian-2-mouthpiece-black.jpg,2026-03-30T06:52:37.533246,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pen-parts.html
utillian-8-bursthit-3d-heating-element,Utillian,Utillian 8 BurstHit 3D Heating Element,Utillian,Hardware,Vaporizer,,Default,Default Title,,,,,utillian-8-bursthit-3d-heating-element,45.99,45.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_8_sku_bursthit_3d_heating_chamber_1_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_8_sku_bursthit_3d_heating_chamber_1_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_8_sku_bursthit_3d_heating_chamber_1_1.jpg,2026-03-30T06:52:37.533582,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pen-parts.html
replacement-coils-2-pack-utillian-5,Utillian,Replacement Coils (2 Pack) - Utillian 5,Utillian,Hardware,Vaporizer,,Default,Default Title,,,,,replacement-coils-2-pack-utillian-5,25.99,25.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_5_coil_twisted_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_5_coil_twisted_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_5_coil_twisted_1.jpg,2026-03-30T06:52:37.533697,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pen-parts.html
utillian-glass-bubbler,Utillian,Utillian Glass Bubbler,Utillian,Hardware,Vaporizer,,Default,Default Title,,,,,utillian-glass-bubbler,47.99,47.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_bubbler_tvape-gallery.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_bubbler_tvape-gallery.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_bubbler_tvape-gallery.jpg,2026-03-30T06:52:37.533826,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pen-parts.html
core-side-mouthpiece-glass-bubbler-1021,Thermodyne Systems,Core Side Mouthpiece Glass Bubbler (1.0/2.1),Thermodyne Systems,Hardware,Vaporizer,,Default,Default Title,,,,,core-side-mouthpiece-glass-bubbler-1021,54.99,54.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/t/h/the_core_2.1_side_mouthpiece_bubbler_tvape_gallery_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/t/h/the_core_2.1_side_mouthpiece_bubbler_tvape_gallery_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/t/h/the_core_2.1_side_mouthpiece_bubbler_tvape_gallery_1.jpg,2026-03-30T06:52:37.534484,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pen-parts.html
pulsar-apx-wax-v3-triple-quartz-heating-element,Thermodyne Systems,Pulsar APX Wax V3 Triple Quartz Heating Element,Thermodyne Systems,Hardware,Vaporizer,,Default,Default Title,,,,,pulsar-apx-wax-v3-triple-quartz-heating-element,14.99,14.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/pulsar_apx_wax_v3_triple_quartz_coil_atomizer_gallery_pictures_1_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/pulsar_apx_wax_v3_triple_quartz_coil_atomizer_gallery_pictures_1_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/pulsar_apx_wax_v3_triple_quartz_coil_atomizer_gallery_pictures_1_1.jpg,2026-03-30T06:52:37.534599,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pen-parts.html
linx-ember-atomizer,Linx,Linx Ember Atomizer,Linx,Hardware,Vaporizer,,Default,Default Title,,,,,linx-ember-atomizer,16.0,16.0,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/e/m/ember_atomizer_copy_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/e/m/ember_atomizer_copy_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/e/m/ember_atomizer_copy_1.jpg,2026-03-30T06:52:37.535279,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pen-parts.html
dr-dabber-xs-replacement-e-chamber,Thermodyne Systems,Dr. Dabber XS Replacement E-Chamber,Thermodyne Systems,Hardware,Vaporizer,,Default,Default Title,,,,,dr-dabber-xs-replacement-e-chamber,34.95,34.95,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/b/k/bk_xs_atm_pers_1_.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/b/k/bk_xs_atm_pers_1_.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/b/k/bk_xs_atm_pers_1_.jpg,2026-03-30T06:52:37.535836,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pen-parts.html
puffco-peak-pro-glass-20,Puffco,Puffco Peak Pro Glass 2.0,Puffco,Hardware,Vaporizer,,Default,Default Title,,,,,puffco-peak-pro-glass-20,125.0,125.0,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/puffco_peak_pro_glass_tvape_gallery_1_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/puffco_peak_pro_glass_tvape_gallery_1_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/puffco_peak_pro_glass_tvape_gallery_1_1.jpg,2026-03-30T06:52:37.535953,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pen-parts.html
ryan-fitt-recycler-glass,Thermodyne Systems,Ryan Fitt Recycler Glass,Thermodyne Systems,Hardware,Vaporizer,,Default,Default Title,,,,,ryan-fitt-recycler-glass,250.0,250.0,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/puffco_recycler_glass_1.0_tvape_gallery_3.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/puffco_recycler_glass_1.0_tvape_gallery_3.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/puffco_recycler_glass_1.0_tvape_gallery_3.jpg,2026-03-30T06:52:37.536187,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pen-parts.html
xmax-qomo-quartz-heating-coil,Thermodyne Systems,Xmax Qomo Quartz Heating Coil,Thermodyne Systems,Hardware,Vaporizer,,Default,Default Title,,,,,xmax-qomo-quartz-heating-coil,9.0,9.0,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/x/m/xmax-qomo-quartz-heating-coil_tvape_gallery_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/x/m/xmax-qomo-quartz-heating-coil_tvape_gallery_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/x/m/xmax-qomo-quartz-heating-coil_tvape_gallery_1.jpg,2026-03-30T06:52:37.536408,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pen-parts.html
puffco-peak-3d-chamber,Puffco,Puffco Peak 3D Chamber,Puffco,Hardware,Vaporizer,,Default,Default Title,,,,,puffco-peak-3d-chamber,60.0,60.0,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/puffco_peak_3d_chamber_tvape_gallery_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/puffco_peak_3d_chamber_tvape_gallery_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/puffco_peak_3d_chamber_tvape_gallery_1.jpg,2026-03-30T06:52:37.536525,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pen-parts.html
pulsar-apx-wax-v3-barb-coil-heating-element,Thermodyne Systems,Pulsar APX Wax V3 Barb Coil Heating Element,Thermodyne Systems,Hardware,Vaporizer,,Default,Default Title,,,,,pulsar-apx-wax-v3-barb-coil-heating-element,14.99,14.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/pulsar_apx_wax_v3_barb_coil_atomizer_gallery_pictures_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/pulsar_apx_wax_v3_barb_coil_atomizer_gallery_pictures_1.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/pulsar_apx_wax_v3_barb_coil_atomizer_gallery_pictures_1.jpg,2026-03-30T06:52:37.536971,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pen-parts.html
crossing-core-recycler-bubbler,Thermodyne Systems,Crossing Core Recycler Bubbler,Thermodyne Systems,Hardware,Vaporizer,,Default,Default Title,,,,,crossing-core-recycler-bubbler,69.99,69.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/t/u/tug_2.0_3d_recycler_bubbler_front_view.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/t/u/tug_2.0_3d_recycler_bubbler_front_view.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/t/u/tug_2.0_3d_recycler_bubbler_front_view.jpg,2026-03-30T06:52:37.537199,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pen-parts.html
puffco-proxy-wizard,Puffco,Puffco Proxy Wizard,Puffco,Hardware,Vaporizer,,Default,Default Title,,,,,puffco-proxy-wizard,100.0,100.0,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/puffco_proxy_wizard_2.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/puffco_proxy_wizard_2.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/puffco_proxy_wizard_2.jpg,2026-03-30T06:52:37.537630,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pen-parts.html
puffco-travel-glass,Puffco,Puffco Travel Glass,Puffco,Hardware,Vaporizer,,Default,Default Title,,,,,puffco-travel-glass,125.0,125.0,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/puffco_peak_glass_4_2.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/puffco_peak_glass_4_2.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/puffco_peak_glass_4_2.jpg,2026-03-30T06:52:37.537743,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pen-parts.html
utillian-6-dab-pen,Utillian,Utillian 6 Dab Pen,Utillian,Hardware,Vaporizer,,Default,Default Title,,,,,utillian-6-dab-pen,129.99,129.99,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_6_black_wax_pen_front_view_2_2.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_6_black_wax_pen_front_view_2_2.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/u/t/utillian_6_black_wax_pen_front_view_2_2.jpg,2026-03-30T06:53:10.505442,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pens.html
new-puffco-proxy,Puffco,New Puffco Proxy,Puffco,Hardware,Vaporizer,,Default,Default Title,,,,,new-puffco-proxy,250.0,250.0,10,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/puffco_proxy_v2_onyx_wax_pen_joystick-finger_view.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/puffco_proxy_v2_onyx_wax_pen_joystick-finger_view.jpg,https://thermodynesystems.com/wholesaler/us/pub/media/catalog/product/cache/eb9bfee0905bbd9a06d3d129ebf1e71b/p/u/puffco_proxy_v2_onyx_wax_pen_joystick-finger_view.jpg,2026-03-30T06:53:10.505790,https://thermodynesystems.com/wholesaler/us/wax-vaporizers/wax-pens.html
